Unnamed: 0,순위,지역,년도,성별,이름,비율,건수
345,10,제주특별자치도,2018,남성,민준,민준(4.47%),23
346,11,제주특별자치도,2018,남성,지호,지호(4.28%),22
347,12,제주특별자치도,2018,남성,수호,수호(4.09%),21
348,12,제주특별자치도,2018,남성,은우,은우(4.09%),21
349,12,제주특별자치도,2018,남성,준우,준우(4.09%),21
350,12,제주특별자치도,2018,남성,준환,준환(4.09%),21
351,16,제주특별자치도,2018,남성,주원,주원(3.89%),20
352,17,제주특별자치도,2018,남성,서우,서우(3.70%),19
353,17,제주특별자치도,2018,남성,주한,주한(3.70%),19
354,17,제주특별자치도,2018,남성,지안,지안(3.70%),19
355,20,제주특별자치도,2018,남성,시온,시온(3.11%),16
356,21,제주특별자치도,2018,남성,기타,기타(79.36%),"1,976"
0,1,서울특별시,2019,남성,지안,지안(8.35%),658
1,2,서울특별시,2019,남성,지우,지우(6.02%),475
2,3,서울특별시,2019,남성,지호,지호(5.78%),456
3,4,서울특별시,2019,남성,서준,서준(5.77%),455
4,5,서울특별시,2019,남성,이안,이안(5.57%),439
5,6,서울특별시,2019,남성,하준,하준(5.31%),419
6,7,서울특별시,2019,남성,도윤,도윤(5.19%),409
7,8,서울특별시,2019,남성,시우,시우(5.16%),407
8,9,서울특별시,2019,남성,은우,은우(4.85%),382
9,10,서울특별시,2019,남성,연우,연우(4.77%),376
10,11,서울특별시,2019,남성,주원,주원(4.76%),375
11,12,서울특별시,2019,남성,하윤,하윤(4.59%),362
12,13,서울특별시,2019,남성,서진,서진(4.54%),358
13,14,서울특별시,2019,남성,서아,서아(4.48%),353
14,15,서울특별시,2019,남성,서윤,서윤(4.38%),345
15,16,서울특별시,2019,남성,하은,하은(4.25%),335
16,17,서울특별시,2019,남성,이준,이준(4.11%),324
17,18,서울특별시,2019,남성,지아,지아(4.08%),322
18,19,서울특별시,2019,남성,우진,우진(4.07%),321
19,20,서울특별시,2019,남성,예준,예준(3.97%),313
20,21,서울특별시,2019,남성,기타,기타(88.14%),"58,577"
21,1,부산광역시,2019,남성,지안,지안(7.02%),173
22,2,부산광역시,2019,남성,서준,서준(6.93%),171
23,3,부산광역시,2019,남성,은우,은우(6.20%),153
24,4,부산광역시,2019,남성,지우,지우(5.88%),145
25,5,부산광역시,2019,남성,도윤,도윤(5.11%),126
26,5,부산광역시,2019,남성,유준,유준(5.11%),126
27,7,부산광역시,2019,남성,시우,시우(4.91%),121
28,8,부산광역시,2019,남성,서윤,서윤(4.87%),120
29,9,부산광역시,2019,남성,하준,하준(4.83%),119
30,10,부산광역시,2019,남성,서진,서진(4.79%),118
31,10,부산광역시,2019,남성,예준,예준(4.79%),118
32,12,부산광역시,2019,남성,연우,연우(4.74%),117
33,13,부산광역시,2019,남성,하윤,하윤(4.66%),115
34,14,부산광역시,2019,남성,시윤,시윤(4.62%),114
35,15,부산광역시,2019,남성,주원,주원(4.42%),109
36,16,부산광역시,2019,남성,민준,민준(4.38%),108
37,16,부산광역시,2019,남성,지유,지유(4.38%),108
38,18,부산광역시,2019,남성,하린,하린(4.22%),104
39,19,부산광역시,2019,남성,지민,지민(4.14%),102
40,20,부산광역시,2019,남성,지호,지호(4.01%),99
41,21,부산광역시,2019,남성,기타,기타(85.87%),"14,981"
42,1,대구광역시,2019,남성,지안,지안(8.22%),157
43,2,대구광역시,2019,남성,도윤,도윤(6.55%),125
44,3,대구광역시,2019,남성,시윤,시윤(5.81%),111
45,4,대구광역시,2019,남성,은우,은우(5.50%),105
46,4,대구광역시,2019,남성,하윤,하윤(5.50%),105
47,6,대구광역시,2019,남성,예준,예준(5.45%),104
48,7,대구광역시,2019,남성,서윤,서윤(5.19%),99
49,8,대구광역시,2019,남성,주원,주원(5.08%),97
50,9,대구광역시,2019,남성,하준,하준(4.87%),93
51,10,대구광역시,2019,남성,민준,민준(4.71%),90
52,10,대구광역시,2019,남성,서준,서준(4.71%),90
53,12,대구광역시,2019,남성,지우,지우(4.66%),89
54,12,대구광역시,2019,남성,지호,지호(4.66%),89
55,14,대구광역시,2019,남성,시우,시우(4.50%),86
56,15,대구광역시,2019,남성,도현,도현(4.24%),81
57,15,대구광역시,2019,남성,선우,선우(4.24%),81
58,17,대구광역시,2019,남성,민서,민서(4.14%),79
59,18,대구광역시,2019,남성,지유,지유(4.03%),77
60,19,대구광역시,2019,남성,연우,연우(3.98%),76
61,20,대구광역시,2019,남성,수아,수아(3.93%),75
62,21,대구광역시,2019,남성,기타,기타(85.98%),"11,704"
63,1,인천광역시,2019,남성,지안,지안(6.77%),181
64,2,인천광역시,2019,남성,서준,서준(6.66%),178
65,3,인천광역시,2019,남성,시우,시우(6.21%),166
66,4,인천광역시,2019,남성,하준,하준(6.17%),165
67,5,인천광역시,2019,남성,은우,은우(6.02%),161
68,6,인천광역시,2019,남성,서아,서아(5.80%),155
69,7,인천광역시,2019,남성,하윤,하윤(5.69%),152
70,8,인천광역시,2019,남성,지우,지우(5.16%),138
71,8,인천광역시,2019,남성,하린,하린(5.16%),138
72,10,인천광역시,2019,남성,도윤,도윤(5.05%),135
73,11,인천광역시,2019,남성,하은,하은(4.94%),132
74,12,인천광역시,2019,남성,서윤,서윤(4.30%),115
75,13,인천광역시,2019,남성,지호,지호(4.15%),111
76,14,인천광역시,2019,남성,다온,다온(4.12%),110
77,15,인천광역시,2019,남성,시아,시아(4.04%),108
78,15,인천광역시,2019,남성,우진,우진(4.04%),108
79,17,인천광역시,2019,남성,나은,나은(4.00%),107
80,18,인천광역시,2019,남성,이준,이준(3.97%),106
81,19,인천광역시,2019,남성,건우,건우(3.89%),104
82,20,인천광역시,2019,남성,연우,연우(3.85%),103
83,21,인천광역시,2019,남성,기타,기타(85.32%),"15,539"
84,1,광주광역시,2019,남성,지안,지안(7.51%),91
85,2,광주광역시,2019,남성,은우,은우(6.94%),84
86,3,광주광역시,2019,남성,서준,서준(6.85%),83
87,4,광주광역시,2019,남성,도윤,도윤(6.69%),81
88,5,광주광역시,2019,남성,연우,연우(5.70%),69
89,6,광주광역시,2019,남성,지유,지유(5.62%),68
90,7,광주광역시,2019,남성,하준,하준(5.37%),65
91,8,광주광역시,2019,남성,지우,지우(5.12%),62
92,9,광주광역시,2019,남성,건우,건우(4.79%),58
93,10,광주광역시,2019,남성,서우,서우(4.71%),57
94,11,광주광역시,2019,남성,시우,시우(4.46%),54
95,11,광주광역시,2019,남성,지후,지후(4.46%),54
96,13,광주광역시,2019,남성,유준,유준(4.38%),53
97,14,광주광역시,2019,남성,하은,하은(4.13%),50
98,15,광주광역시,2019,남성,서아,서아(4.05%),49
99,16,광주광역시,2019,남성,민준,민준(3.96%),48
100,17,광주광역시,2019,남성,지호,지호(3.88%),47
101,17,광주광역시,2019,남성,하윤,하윤(3.88%),47
102,19,광주광역시,2019,남성,수아,수아(3.80%),46
103,20,광주광역시,2019,남성,하린,하린(3.72%),45
104,21,광주광역시,2019,남성,기타,기타(85.83%),"7,334"
105,1,대전광역시,2019,남성,지안,지안(7.46%),97
106,2,대전광역시,2019,남성,서윤,서윤(6.92%),90
107,3,대전광역시,2019,남성,하윤,하윤(6.53%),85
108,4,대전광역시,2019,남성,도윤,도윤(6.30%),82
109,5,대전광역시,2019,남성,서준,서준(5.61%),73
110,6,대전광역시,2019,남성,지우,지우(5.53%),72
111,6,대전광역시,2019,남성,하준,하준(5.53%),72
112,8,대전광역시,2019,남성,은우,은우(5.15%),67
113,9,대전광역시,2019,남성,서진,서진(4.84%),63
114,9,대전광역시,2019,남성,주원,주원(4.84%),63
115,11,대전광역시,2019,남성,시우,시우(4.69%),61
116,12,대전광역시,2019,남성,서아,서아(4.30%),56
117,13,대전광역시,2019,남성,수아,수아(4.23%),55
118,13,대전광역시,2019,남성,연우,연우(4.23%),55
119,13,대전광역시,2019,남성,예준,예준(4.23%),55
120,16,대전광역시,2019,남성,민준,민준(3.92%),51
121,16,대전광역시,2019,남성,서하,서하(3.92%),51
122,16,대전광역시,2019,남성,수호,수호(3.92%),51
123,16,대전광역시,2019,남성,시윤,시윤(3.92%),51
124,16,대전광역시,2019,남성,지유,지유(3.92%),51
125,17,대전광역시,2019,남성,기타,기타(84.89%),"7,307"
126,1,울산광역시,2019,남성,지안,지안(7.81%),85
127,2,울산광역시,2019,남성,서준,서준(6.70%),73
128,3,울산광역시,2019,남성,하윤,하윤(5.79%),63
129,4,울산광역시,2019,남성,시윤,시윤(5.69%),62
130,5,울산광역시,2019,남성,시우,시우(5.42%),59
131,5,울산광역시,2019,남성,연우,연우(5.42%),59
132,7,울산광역시,2019,남성,서윤,서윤(5.23%),57
133,8,울산광역시,2019,남성,은우,은우(5.14%),56
134,8,울산광역시,2019,남성,지호,지호(5.14%),56
135,10,울산광역시,2019,남성,도윤,도윤(5.05%),55
136,11,울산광역시,2019,남성,하준,하준(4.68%),51
137,12,울산광역시,2019,남성,지유,지유(4.50%),49
138,12,울산광역시,2019,남성,하은,하은(4.50%),49
139,14,울산광역시,2019,남성,유준,유준(4.41%),48
140,14,울산광역시,2019,남성,지우,지우(4.41%),48
141,16,울산광역시,2019,남성,서우,서우(4.13%),45
142,16,울산광역시,2019,남성,하린,하린(4.13%),45
143,18,울산광역시,2019,남성,서아,서아(4.04%),44
144,19,울산광역시,2019,남성,서진,서진(3.95%),43
145,20,울산광역시,2019,남성,채원,채원(3.86%),42
146,21,울산광역시,2019,남성,기타,기타(85.58%),"6,463"
147,1,세종특별자치시,2019,남성,지안,지안(9.14%),51
148,2,세종특별자치시,2019,남성,은우,은우(6.27%),35
149,2,세종특별자치시,2019,남성,이준,이준(6.27%),35
150,4,세종특별자치시,2019,남성,서준,서준(5.91%),33
151,4,세종특별자치시,2019,남성,서진,서진(5.91%),33
152,4,세종특별자치시,2019,남성,하준,하준(5.91%),33
153,7,세종특별자치시,2019,남성,지호,지호(5.73%),32
154,8,세종특별자치시,2019,남성,서우,서우(5.02%),28
155,9,세종특별자치시,2019,남성,연우,연우(4.84%),27
156,10,세종특별자치시,2019,남성,서아,서아(4.66%),26
157,11,세종특별자치시,2019,남성,도윤,도윤(4.48%),25
158,11,세종특별자치시,2019,남성,윤서,윤서(4.48%),25
159,13,세종특별자치시,2019,남성,시우,시우(4.30%),24
160,14,세종특별자치시,2019,남성,하윤,하윤(4.12%),23
161,15,세종특별자치시,2019,남성,다온,다온(3.94%),22
162,15,세종특별자치시,2019,남성,지우,지우(3.94%),22
163,17,세종특별자치시,2019,남성,다은,다은(3.76%),21
164,17,세종특별자치시,2019,남성,예준,예준(3.76%),21
165,17,세종특별자치시,2019,남성,주원,주원(3.76%),21
166,17,세종특별자치시,2019,남성,지유,지유(3.76%),21
167,18,세종특별자치시,2019,남성,기타,기타(85.43%),"3,271"
168,1,경기도,2019,남성,지안,지안(7.77%),867
169,2,경기도,2019,남성,서준,서준(6.05%),675
170,3,경기도,2019,남성,은우,은우(6.02%),671
171,4,경기도,2019,남성,하준,하준(5.69%),634
172,5,경기도,2019,남성,시우,시우(5.45%),608
173,6,경기도,2019,남성,지우,지우(5.43%),606
174,7,경기도,2019,남성,서아,서아(5.35%),597
175,8,경기도,2019,남성,하윤,하윤(5.31%),592
176,9,경기도,2019,남성,도윤,도윤(5.14%),573
177,10,경기도,2019,남성,하은,하은(4.85%),541
178,11,경기도,2019,남성,지호,지호(4.82%),537
179,12,경기도,2019,남성,서윤,서윤(4.70%),524
180,13,경기도,2019,남성,서우,서우(4.42%),493
181,14,경기도,2019,남성,연우,연우(4.36%),486
182,15,경기도,2019,남성,서진,서진(4.25%),474
183,16,경기도,2019,남성,시윤,시윤(4.21%),470
184,17,경기도,2019,남성,하린,하린(4.16%),464
185,18,경기도,2019,남성,수호,수호(4.03%),449
186,19,경기도,2019,남성,이준,이준(4.00%),446
187,20,경기도,2019,남성,수아,수아(3.99%),445
188,21,경기도,2019,남성,기타,기타(86.60%),"72,079"
189,1,강원도,2019,남성,지안,지안(7.69%),87
190,2,강원도,2019,남성,도윤,도윤(7.24%),82
191,3,강원도,2019,남성,서윤,서윤(6.63%),75
192,4,강원도,2019,남성,하윤,하윤(6.10%),69
193,5,강원도,2019,남성,서준,서준(5.92%),67
194,6,강원도,2019,남성,하준,하준(5.83%),66
195,7,강원도,2019,남성,은우,은우(5.65%),64
196,8,강원도,2019,남성,지우,지우(4.77%),54
197,9,강원도,2019,남성,서아,서아(4.51%),51
198,10,강원도,2019,남성,시우,시우(4.42%),50
199,10,강원도,2019,남성,예준,예준(4.42%),50
200,10,강원도,2019,남성,하은,하은(4.42%),50
201,13,강원도,2019,남성,다온,다온(4.33%),49
202,13,강원도,2019,남성,지아,지아(4.33%),49
203,15,강원도,2019,남성,민준,민준(4.06%),46
204,15,강원도,2019,남성,서우,서우(4.06%),46
205,15,강원도,2019,남성,시아,시아(4.06%),46
206,18,강원도,2019,남성,지호,지호(3.98%),45
207,19,강원도,2019,남성,수아,수아(3.89%),44
208,20,강원도,2019,남성,하린,하린(3.71%),42
209,21,강원도,2019,남성,기타,기타(86.80%),"7,444"
210,1,충청북도,2019,남성,지안,지안(7.37%),99
211,2,충청북도,2019,남성,서준,서준(6.55%),88
212,2,충청북도,2019,남성,하준,하준(6.55%),88
213,4,충청북도,2019,남성,하윤,하윤(5.81%),78
214,5,충청북도,2019,남성,하은,하은(5.44%),73
215,6,충청북도,2019,남성,서아,서아(5.29%),71
216,7,충청북도,2019,남성,서우,서우(5.14%),69
217,8,충청북도,2019,남성,시우,시우(5.06%),68
218,9,충청북도,2019,남성,민준,민준(4.84%),65
219,9,충청북도,2019,남성,지우,지우(4.84%),65
220,11,충청북도,2019,남성,은우,은우(4.77%),64
221,12,충청북도,2019,남성,서진,서진(4.69%),63
222,13,충청북도,2019,남성,유준,유준(4.47%),60
223,13,충청북도,2019,남성,지호,지호(4.47%),60
224,15,충청북도,2019,남성,도윤,도윤(4.24%),57
225,15,충청북도,2019,남성,서윤,서윤(4.24%),57
226,15,충청북도,2019,남성,시아,시아(4.24%),57
227,18,충청북도,2019,남성,하린,하린(4.10%),55
228,19,충청북도,2019,남성,다온,다온(3.95%),53
229,19,충청북도,2019,남성,예준,예준(3.95%),53
230,20,충청북도,2019,남성,기타,기타(86.10%),"8,319"
231,1,충청남도,2019,남성,지안,지안(8.69%),170
232,2,충청남도,2019,남성,서아,서아(5.88%),115
233,2,충청남도,2019,남성,서준,서준(5.88%),115
234,4,충청남도,2019,남성,하준,하준(5.77%),113
235,5,충청남도,2019,남성,서윤,서윤(5.72%),112
236,6,충청남도,2019,남성,지우,지우(5.62%),110
237,7,충청남도,2019,남성,시우,시우(5.47%),107
238,8,충청남도,2019,남성,도윤,도윤(5.31%),104
239,9,충청남도,2019,남성,예준,예준(5.11%),100
240,10,충청남도,2019,남성,하윤,하윤(4.91%),96
241,11,충청남도,2019,남성,서우,서우(4.70%),92
242,12,충청남도,2019,남성,서진,서진(4.65%),91
243,13,충청남도,2019,남성,하은,하은(4.55%),89
244,14,충청남도,2019,남성,은우,은우(4.45%),87
245,15,충청남도,2019,남성,지유,지유(4.14%),81
246,16,충청남도,2019,남성,민준,민준(3.88%),76
247,16,충청남도,2019,남성,서연,서연(3.88%),76
248,18,충청남도,2019,남성,지아,지아(3.83%),75
249,19,충청남도,2019,남성,건우,건우(3.78%),74
250,19,충청남도,2019,남성,시아,시아(3.78%),74
251,20,충청남도,2019,남성,기타,기타(85.81%),"11,830"
252,1,전라북도,2019,남성,지안,지안(7.75%),96
253,2,전라북도,2019,남성,서준,서준(7.26%),90
254,3,전라북도,2019,남성,시우,시우(6.62%),82
255,4,전라북도,2019,남성,도윤,도윤(6.38%),79
256,5,전라북도,2019,남성,하은,하은(5.73%),71
257,6,전라북도,2019,남성,지우,지우(5.49%),68
258,7,전라북도,2019,남성,민준,민준(4.92%),61
259,7,전라북도,2019,남성,은우,은우(4.92%),61
260,9,전라북도,2019,남성,서아,서아(4.84%),60
261,10,전라북도,2019,남성,서윤,서윤(4.68%),58
262,10,전라북도,2019,남성,예준,예준(4.68%),58
263,10,전라북도,2019,남성,하준,하준(4.68%),58
264,13,전라북도,2019,남성,시윤,시윤(4.60%),57
265,14,전라북도,2019,남성,지유,지유(4.20%),52
266,15,전라북도,2019,남성,다온,다온(4.12%),51
267,16,전라북도,2019,남성,지호,지호(3.87%),48
268,16,전라북도,2019,남성,하윤,하윤(3.87%),48
269,18,전라북도,2019,남성,주원,주원(3.79%),47
270,18,전라북도,2019,남성,하린,하린(3.79%),47
271,18,전라북도,2019,남성,하율,하율(3.79%),47
272,19,전라북도,2019,남성,기타,기타(86.88%),"8,203"
273,1,전라남도,2019,남성,지안,지안(7.54%),115
274,2,전라남도,2019,남성,은우,은우(6.89%),105
275,3,전라남도,2019,남성,시우,시우(6.56%),100
276,4,전라남도,2019,남성,서준,서준(6.30%),96
277,5,전라남도,2019,남성,하준,하준(5.84%),89
278,6,전라남도,2019,남성,하윤,하윤(5.70%),87
279,7,전라남도,2019,남성,하린,하린(5.18%),79
280,8,전라남도,2019,남성,다온,다온(4.92%),75
281,8,전라남도,2019,남성,지우,지우(4.92%),75
282,10,전라남도,2019,남성,하율,하율(4.79%),73
283,11,전라남도,2019,남성,서윤,서윤(4.66%),71
284,12,전라남도,2019,남성,도윤,도윤(4.52%),69
285,13,전라남도,2019,남성,연우,연우(4.46%),68
286,13,전라남도,2019,남성,하은,하은(4.46%),68
287,15,전라남도,2019,남성,예준,예준(4.26%),65
288,16,전라남도,2019,남성,서아,서아(3.87%),59
289,17,전라남도,2019,남성,민준,민준(3.80%),58
290,17,전라남도,2019,남성,주원,주원(3.80%),58
291,17,전라남도,2019,남성,준우,준우(3.80%),58
292,20,전라남도,2019,남성,건우,건우(3.74%),57
293,21,전라남도,2019,남성,기타,기타(86.54%),"9,802"
294,1,경상북도,2019,남성,지안,지안(7.73%),159
295,2,경상북도,2019,남성,도윤,도윤(6.56%),135
296,3,경상북도,2019,남성,지우,지우(6.51%),134
297,4,경상북도,2019,남성,하윤,하윤(5.98%),123
298,5,경상북도,2019,남성,서준,서준(5.64%),116
299,6,경상북도,2019,남성,예준,예준(5.35%),110
300,7,경상북도,2019,남성,은우,은우(4.96%),102
301,7,경상북도,2019,남성,하준,하준(4.96%),102
302,9,경상북도,2019,남성,하은,하은(4.76%),98
303,10,경상북도,2019,남성,서윤,서윤(4.72%),97
304,10,경상북도,2019,남성,연우,연우(4.72%),97
305,10,경상북도,2019,남성,지호,지호(4.72%),97
306,13,경상북도,2019,남성,유준,유준(4.62%),95
307,14,경상북도,2019,남성,시우,시우(4.57%),94
308,15,경상북도,2019,남성,시윤,시윤(4.42%),91
309,16,경상북도,2019,남성,민준,민준(4.38%),90
310,17,경상북도,2019,남성,나은,나은(3.94%),81
311,17,경상북도,2019,남성,주원,주원(3.94%),81
312,19,경상북도,2019,남성,다은,다은(3.79%),78
313,20,경상북도,2019,남성,수아,수아(3.74%),77
314,21,경상북도,2019,남성,기타,기타(86.48%),"13,160"
315,1,경상남도,2019,남성,지안,지안(8.15%),224
316,2,경상남도,2019,남성,서준,서준(6.40%),176
317,3,경상남도,2019,남성,시우,시우(6.15%),169
318,4,경상남도,2019,남성,은우,은우(6.00%),165
319,5,경상남도,2019,남성,지우,지우(5.71%),157
320,6,경상남도,2019,남성,시윤,시윤(5.53%),152
321,7,경상남도,2019,남성,하준,하준(5.20%),143
322,8,경상남도,2019,남성,서윤,서윤(5.09%),140
323,9,경상남도,2019,남성,하윤,하윤(4.77%),131
324,10,경상남도,2019,남성,주원,주원(4.55%),125
325,10,경상남도,2019,남성,하은,하은(4.55%),125
326,12,경상남도,2019,남성,민준,민준(4.51%),124
327,13,경상남도,2019,남성,유준,유준(4.44%),122
328,14,경상남도,2019,남성,도윤,도윤(4.29%),118
329,14,경상남도,2019,남성,예준,예준(4.29%),118
330,16,경상남도,2019,남성,하린,하린(4.22%),116
331,17,경상남도,2019,남성,연우,연우(4.18%),115
332,18,경상남도,2019,남성,지유,지유(4.11%),113
333,19,경상남도,2019,남성,건우,건우(3.97%),109
334,20,경상남도,2019,남성,다은,다은(3.86%),106
335,21,경상남도,2019,남성,기타,기타(86.25%),"17,231"
336,1,제주특별자치도,2019,남성,~99,~99(9.70%),71
337,2,제주특별자치도,2019,남성,서준,서준(7.51%),55
338,3,제주특별자치도,2019,남성,서우,서우(7.24%),53
339,4,제주특별자치도,2019,남성,서아,서아(6.97%),51
340,5,제주특별자치도,2019,남성,채린,채린(5.60%),41
341,6,제주특별자치도,2019,남성,지우,지우(5.46%),40
342,7,제주특별자치도,2019,남성,유준,유준(5.33%),39
343,8,제주특별자치도,2019,남성,하윤,하윤(4.64%),34
344,9,제주특별자치도,2019,남성,연우,연우(4.37%),32
345,10,제주특별자치도,2019,남성,다온,다온(4.23%),31
346,10,제주특별자치도,2019,남성,서윤,서윤(4.23%),31
347,10,제주특별자치도,2019,남성,하린,하린(4.23%),31
348,13,제주특별자치도,2019,남성,서진,서진(4.10%),30
349,14,제주특별자치도,2019,남성,민준,민준(3.96%),29
350,14,제주특별자치도,2019,남성,은우,은우(3.96%),29
351,16,제주특별자치도,2019,남성,시우,시우(3.83%),28
352,16,제주특별자치도,2019,남성,이준,이준(3.83%),28
353,16,제주특별자치도,2019,남성,하은,하은(3.83%),28
354,19,제주특별자치도,2019,남성,예준,예준(3.55%),26
355,20,제주특별자치도,2019,남성,예서,예서(3.42%),25
356,21,제주특별자치도,2019,남성,기타,기타(84.11%),"3,874"
0,1,서울특별시,2020,남성,서준,서준(7.05%),417
1,2,서울특별시,2020,남성,도윤,도윤(6.86%),406
2,3,서울특별시,2020,남성,이안,이안(6.39%),378
3,4,서울특별시,2020,남성,이준,이준(6.34%),375
4,5,서울특별시,2020,남성,지호,지호(6.23%),369
5,6,서울특별시,2020,남성,시우,시우(5.93%),351
6,7,서울특별시,2020,남성,은우,은우(5.88%),348
7,8,서울특별시,2020,남성,하준,하준(5.79%),343
8,9,서울특별시,2020,남성,주원,주원(4.61%),273
9,10,서울특별시,2020,남성,선우,선우(4.60%),272
10,11,서울특별시,2020,남성,수호,수호(4.58%),271
11,12,서울특별시,2020,남성,우진,우진(4.34%),257
12,13,서울특별시,2020,남성,유준,유준(4.31%),255
13,14,서울특별시,2020,남성,예준,예준(4.26%),252
14,15,서울특별시,2020,남성,서진,서진(4.22%),250
15,16,서울특별시,2020,남성,도현,도현(3.84%),227
16,17,서울특별시,2020,남성,민준,민준(3.82%),226
17,18,서울특별시,2020,남성,준우,준우(3.78%),224
18,19,서울특별시,2020,남성,우주,우주(3.63%),215
19,20,서울특별시,2020,남성,윤우,윤우(3.55%),210
20,21,서울특별시,2020,남성,기타,기타(80.47%),"24,395"
21,1,부산광역시,2020,남성,서준,서준(8.35%),161
22,2,부산광역시,2020,남성,도윤,도윤(7.98%),154
23,3,부산광역시,2020,남성,은우,은우(6.53%),126
24,4,부산광역시,2020,남성,하준,하준(6.17%),119
25,5,부산광역시,2020,남성,시우,시우(5.75%),111
26,6,부산광역시,2020,남성,이준,이준(5.39%),104
27,7,부산광역시,2020,남성,예준,예준(5.18%),100
28,8,부산광역시,2020,남성,지호,지호(5.08%),98
29,9,부산광역시,2020,남성,도현,도현(4.98%),96
30,10,부산광역시,2020,남성,건우,건우(4.77%),92
31,11,부산광역시,2020,남성,유준,유준(4.61%),89
32,12,부산광역시,2020,남성,연우,연우(4.35%),84
33,13,부산광역시,2020,남성,우진,우진(4.20%),81
34,14,부산광역시,2020,남성,민준,민준(3.99%),77
35,14,부산광역시,2020,남성,서진,서진(3.99%),77
36,14,부산광역시,2020,남성,시윤,시윤(3.99%),77
37,17,부산광역시,2020,남성,주원,주원(3.94%),76
38,18,부산광역시,2020,남성,선우,선우(3.78%),73
39,19,부산광역시,2020,남성,수호,수호(3.53%),68
40,20,부산광역시,2020,남성,윤우,윤우(3.42%),66
41,21,부산광역시,2020,남성,기타,기타(75.71%),"6,011"
42,1,대구광역시,2020,남성,도윤,도윤(11.03%),145
43,2,대구광역시,2020,남성,은우,은우(6.62%),87
44,3,대구광역시,2020,남성,서준,서준(6.46%),85
45,3,대구광역시,2020,남성,예준,예준(6.46%),85
46,5,대구광역시,2020,남성,하준,하준(5.93%),78
47,6,대구광역시,2020,남성,지호,지호(5.70%),75
48,7,대구광역시,2020,남성,시우,시우(5.63%),74
49,8,대구광역시,2020,남성,도현,도현(5.40%),71
50,9,대구광역시,2020,남성,유준,유준(4.71%),62
51,10,대구광역시,2020,남성,민준,민준(4.33%),57
52,10,대구광역시,2020,남성,시윤,시윤(4.33%),57
53,12,대구광역시,2020,남성,주원,주원(4.26%),56
54,13,대구광역시,2020,남성,연우,연우(4.18%),55
55,14,대구광역시,2020,남성,우진,우진(3.88%),51
56,15,대구광역시,2020,남성,건우,건우(3.80%),50
57,15,대구광역시,2020,남성,윤우,윤우(3.80%),50
58,17,대구광역시,2020,남성,선우,선우(3.65%),48
59,18,대구광역시,2020,남성,이준,이준(3.57%),47
60,19,대구광역시,2020,남성,서진,서진(3.19%),42
61,20,대구광역시,2020,남성,지완,지완(3.04%),40
62,21,대구광역시,2020,남성,기타,기타(77.64%),"4,567"
63,1,인천광역시,2020,남성,서준,서준(8.01%),150
64,2,인천광역시,2020,남성,하준,하준(7.74%),145
65,3,인천광역시,2020,남성,도윤,도윤(7.42%),139
66,4,인천광역시,2020,남성,은우,은우(7.37%),138
67,5,인천광역시,2020,남성,시우,시우(6.51%),122
68,6,인천광역시,2020,남성,이준,이준(5.82%),109
69,7,인천광역시,2020,남성,수호,수호(5.23%),98
70,8,인천광역시,2020,남성,지호,지호(5.13%),96
71,9,인천광역시,2020,남성,예준,예준(4.59%),86
72,10,인천광역시,2020,남성,로운,로운(4.16%),78
73,10,인천광역시,2020,남성,민준,민준(4.16%),78
74,12,인천광역시,2020,남성,건우,건우(4.06%),76
75,13,인천광역시,2020,남성,유준,유준(4.00%),75
76,14,인천광역시,2020,남성,서진,서진(3.95%),74
77,15,인천광역시,2020,남성,이안,이안(3.90%),73
78,16,인천광역시,2020,남성,연우,연우(3.68%),69
79,16,인천광역시,2020,남성,지후,지후(3.68%),69
80,18,인천광역시,2020,남성,시윤,시윤(3.63%),68
81,19,인천광역시,2020,남성,우진,우진(3.47%),65
82,19,인천광역시,2020,남성,윤우,윤우(3.47%),65
83,20,인천광역시,2020,남성,기타,기타(76.93%),"6,245"
84,1,광주광역시,2020,남성,도윤,도윤(7.14%),58
85,2,광주광역시,2020,남성,하준,하준(6.90%),56
86,3,광주광역시,2020,남성,은우,은우(6.65%),54
87,4,광주광역시,2020,남성,시우,시우(6.40%),52
88,5,광주광역시,2020,남성,연우,연우(5.91%),48
89,5,광주광역시,2020,남성,유준,유준(5.91%),48
90,7,광주광역시,2020,남성,선우,선우(5.05%),41
91,8,광주광역시,2020,남성,서준,서준(4.80%),39
92,9,광주광역시,2020,남성,도현,도현(4.68%),38
93,9,광주광역시,2020,남성,예준,예준(4.68%),38
94,9,광주광역시,2020,남성,주원,주원(4.68%),38
95,12,광주광역시,2020,남성,민준,민준(4.56%),37
96,12,광주광역시,2020,남성,지호,지호(4.56%),37
97,14,광주광역시,2020,남성,이준,이준(4.43%),36
98,15,광주광역시,2020,남성,건우,건우(4.19%),34
99,16,광주광역시,2020,남성,로운,로운(4.06%),33
100,16,광주광역시,2020,남성,수호,수호(4.06%),33
101,18,광주광역시,2020,남성,준우,준우(3.94%),32
102,19,광주광역시,2020,남성,우주,우주(3.82%),31
103,20,광주광역시,2020,남성,정우,정우(3.57%),29
104,21,광주광역시,2020,남성,기타,기타(78.15%),"2,905"
105,1,대전광역시,2020,남성,하준,하준(8.08%),71
106,2,대전광역시,2020,남성,서준,서준(7.96%),70
107,3,대전광역시,2020,남성,도윤,도윤(7.85%),69
